english,korean
"One girl quietly stood up and said, ""Please, sir, when may we have our teacher back?""","여학생 한 명이 조용히 일어나서 말했다. ""교장 선생님, 언제 저희 선생님을 돌려보내 주실 건가요?"""
That's why child nutrition counselor Chia advises parents to praise their children's strong points and make them feel valued.,이것이 바로 아동 영양 상담가인 Chia가 부모들에게 자녀들의 장점을 칭찬해 주고 자신이 가치있다고 느끼게 하라고 충고하는 이유이다.
You'll provide a place to sleep and all your meals.,잠잘 곳과 모든 식사를 제공할 것입니다.
Dr. King worked hard during those times.,킹 목사는 그 기간 동안 열심히 활동했다.
"I don't want to shut them out.""","난 아이들을 내쫓고 싶지 않습니다.""라고 말했다."
They hope that someday doctors and scientists will find a way to bring their hero back to life.,그들은 언젠가 의사와 과학자들이 그들의 영웅을 부활시킬 방법을 찾기를 희망한다.
"Then he brought out the blood of a lamb, lion, pig, and monkey and poured it on the ground.","그리고 나서 그는 양, 사자, 돼지, 원숭이의 피를 꺼내어 땅에 그것을 쏟아 부었다."
Religions may lie confused when alien intelligence is found.,외계의 지능체가 발견되면 종교계는 혼란에 빠질런지 모른다.
Japanese restaurants use the scent of oranges or lemons to remove the smell of fish.,일식당에서는 생선 비린내를 제거하기 위해 오렌지향이나 레몬향을 이용한다.
I even have my feet pickled!,심지어 내 발이 절여지기도 해!
B : OK.,B : 알았어요.
These feelings are so strong that many children consider being fat as bad as having a disability.,이러한 감정은 너무나 강해서 많은 아이들이 뚱뚱한 것을 불구가 된 것 만큼이나 나쁘게 생각한다.
"Then, at age 18 or later, a third set of molars begins to come in.",그리고 18세 또는 그 이후에 세 번째 쌍의 어금니가 나오기 시작한다.
Highways were only for horses.,큰길은 말들만을 위한 길이었다.
"Nowadays many people have free access to the Internet, so they can join any social or political event they like at any time.",오늘날 많은 사람들이 인터넷에 자유롭게 접속할 수 있다. 그래서 그들은 언제나 그들이 원하는 어떤 사회적 혹은 정치적 사건에라도 참여
"In addition, if you have changed jobs or moved house in recent months, you are more likely to fall ill than you haven't.","뿐만 아니라 만일 당신이 최근에 일자리를 바꾸었거나 이사를 했다면, 그렇지 않았을 때보다 병에 걸리기가 더 쉽다."
The principal then returned to the classroom and told the students to be quiet.,그리고 나서 교장 선생님은 교실로 돌아와 학생들에게 조용히 하라고 말했다.
"When you wake up, you may be able to find just the solution you were looking for.","잠에서 깨었을 때, 당신은 찾고 있던 바로 그 해결책을 찾을 수 있을지도 모른다."
Dioxin can also change the way a species behaves.,다이옥신은 또한 생물의 종이 행동하는 방식을 변화시킬 수도 있다.
"If humans then eat these animals, the dioxin enters their bodies.",그리고 인간들이 이 동물들을 먹으면 다이옥신은 인간의 몸으로 들어온다.
They do not need gas to make them go.,자전거는 운행하는 데에 휘발유가 필요 없다.
"In-ho had breakfast at seven-thirty, and started for school at quarter past eight. He arrived at school at eight forty.",인호는 7시 30분에 아침을 먹었고 8시 15분에 학교를 향해 출발했다. 그는 8시 40분에 학교에 도착했다.
Sally couldn't do her homework beacuse she was tired and fell asleep early.,Sally는 피곤해서 일찍 잤기 때문에 숙제를 할 수 없었다.
Bob couldn't do his homework because he had a cold.,Bob은 감기에 걸려서 숙제를 하지 못했다.
Deciding what to watch on TV is a battle fought in homes all over the world.,TV의 어떤 프로를 시청할 것인지 결정하는 것은 전 세계의 어느 가정에서나 벌어지고 있는 싸움이다.
"In other words, they should be careful of these shamans offering a quick way to learn English.","다시 말해, 그들은 영어를 빨리 배우는 법을 제공하는 이러한 주술사들을 조심해야 한다."
I felt sorry for it.,나는 그 새가 가엾게 느껴졌다.
Doctors from many parts of the world have traveled to China to see the use of acupuncture in operations.,세계 여러 지역의 의사들이 수술 중에 침술이 사용되는 것을 보기 위해 중국으로 갔다.
"Indeed, cyber terrorism could turn out to be more terrible than any other kind of terrorism the world has ever known.",정말로 사이버 테러는 이 세상에 알려진 그 어떤 종류의 테러보다 결국 더 끔찍할 수 있다.
"For example, sitting at home in front of a computer with a modem connection to the office does not suit everyone.",예를 들어 집에서 모뎀으로 사무실과 연결된 컴퓨터 앞에 앉아있는 것이 모든 사람에게 적합한 것은 아니다.
He also has little hope for traditional water sources.,그는 과거의 용수원에 대해서도 거의 기대하지 않는다.
They do not sleep through the winter.,그들은 겨울 내내 잠을 자지는 않는다.
The reason for that pain is likely that human heads are shaped differently today compared with many thousands of years ago.,통증이 생기는 이유는 오늘날 인간의 머리가 수천 년 전과 비교했을 때 다르게 생겼기 때문이다.
"""That is Oxford University."" explained Mr. Smith.","“저것이 옥스퍼드 대학이다.""라고 Smith씨가 설명하셨다."
He looks for new challenges and tries to learn new things.,그는 새로운 도전 거리들을 찾고 새로운 것들을 배우려고 노력한다.
"Once dioxin enters one's body, it will never leave.",일단 다이옥신이 인체에 들어오면 몸밖으로 나가지 않는다.
So his father asked him to go to the bookstore to buy a few books.,그래서 그의 아버지는 그에게 서점에 가서 몇 권의 책을 사오라고 하셨다.
"In other words, you can understand the French, German and English-speaking peoples well.","다른 말로 하면 여러분은 불어, 독일어, 영어를 말하는 민족들을 잘 이해할 수 있다."
Throughout the country women were no longer allowed to work or receive an education.,전국적으로 여성들은 더 이상 일을 하거나 교육을 받을 수 없게 되었다.
"As a result, people quickly lost interest in that craze.",그 결과 사람들은 금새 그 유행에 대한 흥미를 잃었다.
"In both countries, the most important religion is Catholicism.",두 나라 모두 가장 중요한 종교는 카톨릭이다.
"By following the advice of their image experts, each candidate tries to convince the voters that he or she is the best person for the job.",각 후보자들은 자신들의 이미지 전문가들의 충고에 따라 유권자들에게 자신이 그 직책에 가장 적합한 사람임을 확신시키고자 노력한다.
At first we saw many factories.,처음에 우리는 많은 공장들을 보았다.
Christians celebrate Christ's being raised from the dead.,기독교인들은 그리스도가 죽은자 가운데서 부활한 것을 축하한다.
"As a result, they have less fat to get through the long summer months.",그 결과 그들은 기나긴 여름을 보내는 데 필요한 지방의 양이 더 적어진다.
I'd like to make spaghetti for dinner tonight.,오늘밤 저녁 식사로 스파게티를 만들고 싶구나.
It is half an hour's drive from Seoul.,그곳은 서울에서 차로 30분 거리이다.
The star is so compressed that just one spoonful of it weighs around 500kgs.,그 별은 매우 압축되어 있어서 단지 한 스푼이 약 500kg 정도 나간다.
"What are you going to do next?""","다음엔 무엇을 하실 건가요?"""
Others were less depressed than before.,다른 이들도 전보다 우울증을 덜 보였다.
"One day Mrs. Rosa Parks, a black, got on a city bus with three other blacks.",어느 날 흑인인 로사 팍스 부인이 다른 세 명의 흑인들과 함께 시내버스에 탔다.
"We'll go for walks in the park, and We'll have picnics on Sunday afternoons.","우리는 공원으로 산책을 가고, 일요일 오후에는 늘 소풍을 갈 것이다."
The New International Bible will soon be updated to avoid gender discrimination.,신 국제 성경은 곧 성차별을 피하기 위해 갱신될 것이다.
A bigger problem is that people waste so much water.,더 큰 문제는 사람들이 너무 많은 물을 낭비한다는 것이다.
"In fact, the entire Amazon rain forest can be monitored every year for just $3 million.","실제로, 아마존 열대 우림 전역을 매년 겨우 3백만불에 감시할 수 있다."
Bear will are shown at 3:45 and 8:05.,베어는 3시45분과 8시5분에 상영될 것입니다.
In the United States orange juice is one of the most popular cold drinks.,미국에서는 오렌지 쥬스가 가장 인기 있는 냉 음료 중 하나이다.
My husband and I often had problems communicating.,남편과 나는 종종 의사소통에 문제가 있었다.
